timestamp,session_id,turn_id,turn_number,user_text,has_image,last_pid_context,effective_query,query_type,keyword_hits,sideflex_kw,straight_kw,query_series,image_search,vit_top_score,vit_series,vit_dominant,vit_hits_count,siglip_hits_count,graph_triggered_by,graph_candidates_added,graph_contributed,graph_seed_products,graph_compatible,graph_same_series,text_skipped,text_skip_reason,text_hits_count,total_candidates,top1_pid,top1_final_score,top1_ce_score,top1_series,reranked_pids,clarification,tool_calls,tool_names,ai_reply_length,ai_reply_preview,latency_ms,eval_top1_series_ok,eval_sideflex_ok,eval_straight_ok,eval_ref_in_reply,eval_graph_contrib,eval_clarif_ok,eval_vit_series_ok,error
2026-03-03T15:12:18.098,sess_151218_e3105b,sess_151218_e3105b_t001,1,ต้องการโซ่สำหรับ curved conveyor layout ขนส่ง PET bottle ขนาดเล็ก turning radius ประมาณ 500 mm,False,,ต้องการโซ่สำหรับ curved conveyor layout ขนส่ง PET bottle ขนาดเล็ก turning radius ประมาณ 500 mm,general,7,True,False,,False,,,False,0,0,none,0,False,,,,False,,0,15,movex_chain_LF880_TAB_K325,1.7656,0.0,880 Series,movex_chain_LF880_TAB_K325|movex_chain_LF880_TAB_K450|movex_chain_LF882_TAB_K1200|movex_chain_LF882_TAB_K750|movex_chain_LF882_TAB_K1000,True,0,,1160,สำหรับโซ่สำหรับ curved conveyor layout สำหรับขนส่ง PET bottle ขนาดเล็ก และรัศมีโค้งประมาณ 500 mm ทาง,7578.5,False,False,False,True,False,False,False,
2026-03-03T15:16:23.896,sess_151623_a0f287,sess_151623_a0f287_t001,1,อยากทราบความแตกต่างระหว่าง LF 820 K325 กับ LF 821 K750 ใช้งานแบบไหนต่างกัน และโหลดสูงสุดต่างกันเท่าไหร่,False,,อยากทราบความแตกต่างระหว่าง LF 820 K325 กับ LF 821 K750 ใช้งานแบบไหนต่างกัน และโหลดสูงสุดต่างกันเท่าไหร่,general,0,False,False,820|821,False,,,False,0,0,none,0,False,,,,False,,0,9,movex_chain_LF821_K1000,0.0149,0.0,821 Series,movex_chain_LF821_K1000|movex_chain_LF821_K750|movex_chain_LF820_K750|movex_chain_LF820_K450|movex_chain_LF880_TAB_K325,False,0,,602,"สวัสดีครับคุณลูกค้า

ผมต้องขออภัยด้วยครับ จากข้อมูลที่ผมมีอยู่ตอนนี้ ผมไม่พบรุ่น LF 820 K325 ครับ

แ",13760.7,True,False,False,True,False,False,False,
2026-03-03T15:17:46.990,sess_151746_eecfd8,sess_151746_eecfd8_t001,1,อยากทราบความแตกต่างระหว่าง LF 820 K325 กับ LF 821 K750 ใช้งานแบบไหนต่างกัน และโหลดสูงสุดต่างกันเท่าไหร่?,False,,อยากทราบความแตกต่างระหว่าง LF 820 K325 กับ LF 821 K750 ใช้งานแบบไหนต่างกัน และโหลดสูงสุดต่างกันเท่าไหร่?,general,0,False,False,820|821,False,,,False,0,0,none,0,False,,,,False,,0,9,movex_chain_LF821_K1000,0.0149,0.0,821 Series,movex_chain_LF821_K1000|movex_chain_LF821_K750|movex_chain_LF820_K750|movex_chain_LF821_K1200|movex_chain_LF880_TAB_K325,False,1,compare_specific_products,881,"สวัสดีค่ะ สำหรับความแตกต่างระหว่างสายพานรุ่น LF 820 K325 และ LF 821 K750 มีดังนี้นะคะ

**LF 820 K325",6900.0,True,False,False,True,False,False,False,
2026-03-03T15:21:14.454,sess_152114_a4e092,sess_152114_a4e092_t001,1,กำลังใช้ chain 880 series ต้องการ sprocket สำหรับ sideflexing Bore = 25 mm มีอะไรบ้าง?,False,,กำลังใช้ chain 880 series ต้องการ sprocket สำหรับ sideflexing Bore = 25 mm มีอะไรบ้าง?,general,2,True,False,880,False,,,False,0,0,none,0,False,,,,False,,0,8,movex_chain_LF880_TAB_K325,1.7628,0.0,880 Series,movex_chain_LF880_TAB_K325|movex_chain_LF880_TAB_K450|movex_sprocket_55001|movex_sprocket_54901|movex_sprocket_54401,False,0,,334,สำหรับ chain 880 Series ที่ต้องการ Sideflexing Sprocket ขนาด Bore 25 มม. นะครับ มี 2 รุ่นแนะนำดังนี้,4877.1,True,True,False,True,False,False,False,
2026-03-03T15:22:19.642,sess_152219_dc397f,sess_152219_dc397f_t001,1,มีโซ่สายพานที่รับแรงดึงสูงสุดในแค็ตตาล็อกเท่าไหร่ และเป็นรุ่นอะไร?,False,,มีโซ่สายพานที่รับแรงดึงสูงสุดในแค็ตตาล็อกเท่าไหร่ และเป็นรุ่นอะไร?,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,8,movex_chain_LF821_K1200,0.0161,0.0,821 Series,movex_chain_LF821_K1200|movex_chain_LF821_K750|movex_sprocket_55601|movex_chain_LF821_K1000|movex_chain_LF882_TAB_K1200,False,0,,134,จากข้อมูลที่ Movex Assistant มี โซ่สายพานที่รับแรงดึงสูงสุดคือรุ่น LF 882 TAB K1200 ครับ โดยมีกำลังร,4351.4,False,False,False,True,False,False,False,
2026-03-03T15:24:40.980,sess_152440_ad5428,sess_152440_ad5428_t001,1,ต้องการโซ่ที่น้ำหนักเบาที่สุดต่อเมตร เพื่อลด energy consumption,False,,ต้องการโซ่ที่น้ำหนักเบาที่สุดต่อเมตร เพื่อลด energy consumption,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,11,movex_chain_LF820_K600,0.0155,0.0,820 Series,movex_chain_LF820_K600|movex_chain_LFN_83_MFM|movex_chain_LFN_103_MFH|movex_chain_LF821_K1200|movex_chain_LF820_K400,False,0,,1030,จากข้อมูลที่ค้นมาได้ โซ่ Movex รุ่นที่น้ำหนักเบาที่สุดต่อเมตรคือ **LF 820 K400** ครับ มีน้ำหนักเพียง,8528.9,False,False,False,True,False,False,False,
2026-03-03T15:25:42.742,sess_152542_9ea141,sess_152542_9ea141_t001,1,สายการผลิตใหม่ใช้ magnetic curve tracks ต้องการโซ่ที่ compatible และ high-speed มีอะไรบ้าง?,False,,สายการผลิตใหม่ใช้ magnetic curve tracks ต้องการโซ่ที่ compatible และ high-speed มีอะไรบ้าง?,general,7,True,False,,False,,,False,0,0,none,0,False,,,,False,,0,12,movex_chain_LFN_83_MFM,1.766,0.0,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LFN_103_MFH|movex_chain_LF882_TAB_K1000|movex_chain_LF882_TAB_K750|movex_chain_LF880_TAB_K325,False,0,,2214,สวัสดีครับ สำหรับสายการผลิตใหม่ที่ใช้ magnetic curve tracks และต้องการโซ่ที่ compatible กับความเร็วส,10281.3,False,False,False,False,False,False,False,
2026-03-03T15:26:44.005,sess_152644_7d64cb,sess_152644_7d64cb_t001,1,ไลน์แก้วขวดขนาดใหญ่ต้องการโซ่ sideflexing Width ประมาณ 190 mm รับโหลดสูงมีรุ่นอะไรบ้าง?,False,,ไลน์แก้วขวดขนาดใหญ่ต้องการโซ่ sideflexing Width ประมาณ 190 mm รับโหลดสูงมีรุ่นอะไรบ้าง?,general,7,True,False,,False,,,False,0,0,none,0,False,,,,False,,0,11,movex_chain_LF882_TAB_K1200,1.7655,0.0,882 Series,movex_chain_LF882_TAB_K1200|movex_chain_LF880_TAB_K450|movex_chain_LF882_TAB_K750|movex_chain_LFN_83_MFM|movex_chain_LF880_TAB_K325,False,0,,1260,สำหรับไลน์แก้วขวดขนาดใหญ่ที่ต้องการโซ่ Sideflexing กว้างประมาณ 190 mm และรับโหลดสูง ผมขอแนะนำรุ่น **,11119.6,False,True,False,True,False,False,False,
2026-03-03T15:30:11.621,sess_153011_c44b9f,sess_153011_c44b9f_t001,1,มีโซ่สแตนเลสหรือทนอุณหภูมิสูงกว่า 150°C บ้างไหม สำหรับ food grade?,False,,มีโซ่สแตนเลสหรือทนอุณหภูมิสูงกว่า 150°C บ้างไหม สำหรับ food grade?,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,9,movex_chain_LFN_83_MFM,0.0161,0.0,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LF882_TAB_K750|movex_chain_LF820_K450|movex_chain_LF821_K750|movex_chain_LF882_TAB_K1200,False,0,,636,ทาง Movex มีโซ่พลาสติกสำหรับ Food Grade ครับ แต่ถ้าเป็นโซ่สแตนเลส หรือที่ทนอุณหภูมิสูงกว่า 150°C โดย,4054.1,False,False,False,False,False,False,False,
2026-03-03T15:31:12.868,sess_153112_24c09f,sess_153112_24c09f_t001,1,ต้องการ sprocket สำหรับ 820 Series chain มี Z=25 teeth หรือเปล่า? ถ้ามีขอ spec,False,,ต้องการ sprocket สำหรับ 820 Series chain มี Z=25 teeth หรือเปล่า? ถ้ามีขอ spec,general,0,False,False,820,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_sprocket_54401,0.0157,0.0,820 Series,movex_sprocket_54401|movex_sprocket_54301|movex_sprocket_54201|movex_chain_LF820_K325|movex_chain_LF820_K750,False,0,,619,"มีครับ สำหรับสเตอร์ Movex 820 Series ที่มี 25 ฟัน (Z=25) คือรุ่น Art.Nr. 54401 ครับ

รายละเอียดสเปกข",4873.0,True,False,False,True,False,False,False,
