timestamp,session_id,turn_id,turn_number,user_text,has_image,last_pid_context,effective_query,query_type,keyword_hits,sideflex_kw,straight_kw,query_series,image_search,vit_top_score,vit_series,vit_dominant,vit_hits_count,siglip_hits_count,graph_triggered_by,graph_candidates_added,graph_contributed,graph_seed_products,graph_compatible,graph_same_series,text_skipped,text_skip_reason,text_hits_count,total_candidates,top1_pid,top1_final_score,top1_ce_score,top1_series,reranked_pids,clarification,tool_calls,tool_names,ai_reply_length,ai_reply_preview,latency_ms,eval_top1_series_ok,eval_sideflex_ok,eval_straight_ok,eval_ref_in_reply,eval_graph_contrib,eval_clarif_ok,eval_vit_series_ok,error
2026-02-23T16:22:14.942,sess_162214_9a82c0,sess_162214_9a82c0_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9626,820,True,0,0,none,0,False,,,,False,,0,8,movex_sprocket_54401,0.7263,6.8476,820 Series,movex_sprocket_54401|movex_sprocket_54301|movex_sprocket_54201|movex_chain_LF820_K325|movex_chain_LF820_K400,False,0,,449,จากรูปภาพที่ส่งมา เป็นสายพานลำเลียงตรง (Straight Running Chain) ซีรีส์ 820 ครับ/ค่ะ ทำจากวัสดุ Low F,14983.1,False,False,False,False,False,False,False,
2026-02-23T16:22:51.197,sess_162239_fcc2ae,sess_162239_fcc2ae_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.9359,880,True,0,0,none,0,False,,,,False,,0,4,movex_sprocket_54901,0.7215,7.0718,880 Series,movex_sprocket_54901|movex_sprocket_55001|movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325,True,0,,657,สวัสดีครับ จากรูปภาพที่ส่งมา เป็นสายพานลำเลียงแบบเลี้ยวได้ (Sideflexing Chain) ของ Movex 880 Series ,7166.5,False,False,False,True,False,False,False,
2026-02-23T16:23:17.117,sess_162302_02d55a,sess_162302_02d55a_t001,1,,True,,ลูกค้าส่งรูปภาพมา,image,0,False,False,,True,0.1573,,False,0,0,none,0,False,,,,False,,0,10,movex_sprocket_57801,0.7286,6.2632,103 MFH PRO,movex_sprocket_57801|movex_chain_LF820_K325|movex_sprocket_54301|movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325,False,0,,182,ต้องขออภัยด้วยนะครับ จากรูปภาพที่ลูกค้าส่งมานั้น ไม่ได้เป็นรูปภาพของสินค้า Movex พวกสายพานหรือ Sproc,6842.4,False,False,False,False,False,False,False,
2026-02-23T16:23:58.142,sess_162327_b01b44,sess_162327_b01b44_t001,1,เลี้ยวได้ไหม,True,,เลี้ยวได้ไหม,image,0,True,False,,True,0.9626,820,True,0,0,none,0,False,,,,False,,0,10,movex_chain_LF882_TAB_K750,0.8868,1.2027,882 Series,movex_chain_LF882_TAB_K750|movex_chain_LF820_K325|movex_chain_LFN_103_MFH|movex_chain_LF820_K450|movex_chain_LF820_K750,False,0,,622,"จากภาพที่ให้มา สายพานรุ่นนี้เป็นแบบที่สามารถเลี้ยวได้ครับ/ค่ะ

แต่เพื่อที่จะแนะนำรุ่นที่เหมาะสมและถู",7857.0,False,True,False,False,False,False,False,
2026-02-23T16:24:49.774,sess_162422_36f4c9,sess_162422_36f4c9_t001,1,workload เท่าไหร่,True,,workload เท่าไหร่,image,0,False,False,,True,0.9626,820,True,0,0,none,0,False,,,,False,,0,8,movex_sprocket_54201,0.7159,6.6097,820 Series,movex_sprocket_54201|movex_sprocket_54301|movex_sprocket_54401|movex_chain_LF820_K325|movex_chain_LF820_K400,False,0,,142,"จากภาพที่เห็น สินค้าที่น่าจะเป็นไปได้มากที่สุดคือสายพาน Movex รุ่น LF 820 K325 ครับ

สายพานรุ่นนี้มี",4736.4,False,False,False,True,False,False,False,
2026-02-23T16:25:12.231,sess_162500_3dc323,sess_162500_3dc323_t001,1,workload เท่าไหร่,True,,workload เท่าไหร่,image,0,False,False,,True,0.9626,820,True,0,0,none,0,False,,,,False,,0,8,movex_sprocket_54201,0.7159,6.6097,820 Series,movex_sprocket_54201|movex_sprocket_54301|movex_sprocket_54401|movex_chain_LF820_K325|movex_chain_LF820_K400,True,0,,496,สวัสดีครับ/ค่ะ จากรูปภาพที่ให้มา เป็นสายพานลำเลียงแบบตรง (Straight Running Chain) ในซีรีส์ 820 นะครั,9220.3,False,False,False,True,False,False,False,
2026-02-23T16:25:41.476,sess_162531_b7208b,sess_162531_b7208b_t001,1,workload เท่าไหร่,True,,workload เท่าไหร่,image,0,False,False,,True,0.9626,820,True,0,0,none,0,False,,,,False,,0,8,movex_sprocket_54201,0.7159,6.6097,820 Series,movex_sprocket_54201|movex_sprocket_54301|movex_sprocket_54401|movex_chain_LF820_K325|movex_chain_LF820_K400,False,0,,224,"จากภาพที่ท่านให้มา เป็นสายพานลำเลียงแบบตรง (Straight Running Chain) ในซีรีส์ 820 ครับ

สำหรับสายพานซ",7186.0,False,False,False,True,False,False,False,
2026-02-23T16:26:05.811,sess_162557_1c7985,sess_162557_1c7985_t001,1,workload เท่าไหร่,True,,workload เท่าไหร่,image,0,False,False,,True,0.9626,820,True,0,0,none,0,False,,,,False,,0,8,movex_sprocket_54201,0.7159,6.6097,820 Series,movex_sprocket_54201|movex_sprocket_54301|movex_sprocket_54401|movex_chain_LF820_K325|movex_chain_LF820_K400,False,0,,158,"จากภาพสายพานที่คุณลูกค้าส่งมาให้ ดูเหมือนจะเป็นรุ่น Movex LF 820 K325 นะครับ

สำหรับสายพานรุ่น LF 82",4871.0,False,False,False,True,False,False,False,
2026-02-23T16:26:18.497,sess_162557_1c7985,sess_162557_1c7985_t002,2,กว้างเท่าไหร่,False,LF 820 K325,LF 820 K325 กว้างเท่าไหร่,general,0,False,False,820,False,,,False,0,0,none,0,False,,,,False,,0,9,movex_sprocket_54301,0.7,6.5343,820 Series,movex_sprocket_54301|movex_sprocket_54201|movex_sprocket_54401|movex_chain_LF820_K325|movex_chain_LF820_K450,False,0,,89,สำหรับสายพานรุ่น LF 820 K325 มีความกว้างของแผ่น (Plate Width) อยู่ที่ **82.5 มม.** ครับผม,3083.4,True,False,False,True,False,False,False,
2026-02-23T16:26:37.441,sess_162624_0738c6,sess_162624_0738c6_t001,1,ใช้สเตอร์ตัวไหน,True,,ใช้สเตอร์ตัวไหน,image,0,False,False,,True,0.9152,880,True,0,0,none,0,False,,,,False,,0,4,movex_sprocket_54901,0.7224,7.1026,880 Series,movex_sprocket_54901|movex_sprocket_55001|movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325,False,0,,885,"จากรูปภาพที่ส่งมา เป็นสายพานรุ่น 880 Series ที่สามารถเลี้ยวโค้งได้ครับ

สำหรับสเตอร์ที่เข้ากันได้กับ",6281.5,False,False,False,True,False,False,False,
